page_number,company_name,email_count,emails,phones,websites,founded_year,employees,profile_url
44,Organic Textile Company,1,enquiries@organiccotton.biz,01654700002,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/organic-textile-company-1
44,saurashtra impex,1,houseofkoshi@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1990,50-249,https://www.commonobjective.co/saurashtra-impex
44,IndoWeave,1,divyarishi@gmail.com,+918779294473,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2018,10-49,https://www.commonobjective.co/indoweave
44,GION,1,martoneszti@yahoo.com,,www.gion.hu; https://www.google-analytics.com; https://www.google.com,1979,,https://www.commonobjective.co/gion
44,IRIS srl,1,chiara.iurlaro@irissrl.eu,+390113582147,http://www.irissrl.eu; https://www.google-analytics.com; https://www.google.com,2012,,https://www.commonobjective.co/iris-srl
44,Freelance Production Manager / Buyer,1,sofiaseruya@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,,https://www.commonobjective.co/freelance-production-manager-buyer
44,SOYAL SONS Trims Manufacturer Pakistan,1,soyal_salman@live.com,+923212704167,https://www.google-analytics.com; https://www.google.com; http://www.soyalsons.com,2015,50-249,https://www.commonobjective.co/soyal-sons-trims-manufacturer-pakistan
44,Stampa Prints,1,jackpatrick399@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1850,1000+,https://www.commonobjective.co/stampa-prints-1
44,Kintra Fibers,1,billy@kintrafibers.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2018,,https://www.commonobjective.co/kintra-fibers
44,AltMat,1,project@altmat.in,,https://www.google-analytics.com; https://www.google.com; www.altmat.in,2019,10-49,https://www.commonobjective.co/altmat
44,Fiberlink,1,cesare@cleanoceantechnology.us,+393495835170,https://cdn.segment.com; https://www.google-analytics.com; https://www.google.com,2020,1-4,https://www.commonobjective.co/fiberlink
44,Slow Factory Labs Co,1,celine@slowfactory.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/slow-factory-labs-co
44,AN Herbals - Advantage Nature,1,advantagenature@hotmail.com,+91 9811108402,http://www.advantagenature.com; https://www.google-analytics.com; https://www.google.com,2019,5-9,https://www.commonobjective.co/an-herbals-advantage-nature
44,Xeros,1,Emily.axten@xerostech.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,10-49,https://www.commonobjective.co/xeros
44,DELFINA,1,dfinav@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,1-4,https://www.commonobjective.co/delfina
44,Ninawa Zero Waste Clothes,1,ninawa.fashion@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2019,1-4,https://www.commonobjective.co/ninawa-zero-waste-clothes
44,Zoom Zipper,1,marianne@knoglobal.com,,www.zoomzipper.com; www.google.com; https://www.googletagmanager.com,,250-999,https://www.commonobjective.co/zoom-zipper
44,Nano Textile Solutions AB,1,info@nanotextile.se,+46762075487,https://cdn.segment.com; https://www.google-analytics.com; https://www.google.com,2019,1-4,https://www.commonobjective.co/nano-textile-solutions-ab
44,IBA Exports,1,sales@ibaexports.co,+923330953504,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2017,10-49,https://www.commonobjective.co/iba-exports
44,CFB create fashion brand textil unip lda,1,vicente@createfashionbrand.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1989,50-249,https://www.commonobjective.co/cfb-create-fashion-brand-textil-unip-lda
45,Koozee Crazee,1,koozeecrazee.info@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2019,10-49,https://www.commonobjective.co/koozee-crazee-3
45,NEFFA | New Fashion Factory & MycoTEX,1,aniela@neffa.nl,,https://www.google-analytics.com; http://www.w3.org; https://www.google.com,,,https://www.commonobjective.co/neffa-new-fashion-factory
45,NORMN Hangers,1,carine.middeldorp@normanhangers.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/normn-hangers
45,ON SCREEN,1,joy@jm-london.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/on-screen
45,Seam Apparel,1,donaldharden422@gmail.com,,https://www.google-analytics.com; http://seamapparel.com; https://www.google.com,2020,10-49,https://www.commonobjective.co/seam-apparel
45,McLean & Co.,1,hello@mcleanandco.nz,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2015,1-4,https://www.commonobjective.co/mclean-co
45,Amphibio,1,c.miller@amphibio.co,,https://www.google-analytics.com; www.amphibio.co; https://www.google.com,2018,5-9,https://www.commonobjective.co/amphibio
45,Sackito,1,info@sackito.com,+44 07967185070; 07967185070,https://www.google-analytics.com; https://www.google.com; http://www.sackito.co.uk,2020,1-4,https://www.commonobjective.co/sackito
45,W'air Sustainable Clothing Care Ltd,1,jonny.hewlett@pilotliteventures.com,07535659584,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2019,5-9,https://www.commonobjective.co/w-air-sustainable-clothing-care-ltd
45,LS SPORTING WEAR,1,nazirqasim298@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2019,5-9,https://www.commonobjective.co/ls-sporting-wear
45,Tailstyle,1,seoonlineclass1@gmail.com,,http://tailstyle.com; https://www.google-analytics.com; https://www.google.com,2010,1000+,https://www.commonobjective.co/tailstyle
45,Leathercoins,1,mercedessaravia.accesorios@gmail.com.ar,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2009,5-9,https://www.commonobjective.co/leathercoins
45,BARK CLOTH (Uganda) Ltd.   ///   BARK CLOTH_europe,1,barkcloth@barkcloth.de,,https://www.google-analytics.com; https://www.google.com; www.barktex.com,1999,10-49,https://www.commonobjective.co/bark-cloth-uganda-ltd-bark-cloth-europe
45,Calasdesigne,1,calasdesigne@gmail.com,,www.calasdesigne.com; https://www.google-analytics.com; https://www.google.com,2019,1-4,https://www.commonobjective.co/calasdesigne
45,VIVUYA,1,meni.mbugha@gmail.com,08092801390,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/vivuya
45,JUMAC Manufacturing,1,cansjumac@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1974,,https://www.commonobjective.co/jumac-manufacturing
45,VISHH,1,isha@vishh.com,+91 9920158451,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2017,,https://www.commonobjective.co/vishh
45,Promise Bags,1,info@promisebags.com,09490339898,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2015,10-49,https://www.commonobjective.co/promise-bags
45,"House of Noorie, Assam",1,houseofnoorie@gmail.com,+918910901943,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,,https://www.commonobjective.co/house-of-noorie-assam
45,Weftberry Fabric,1,info@weftberry.com,+917595095980,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,50-249,https://www.commonobjective.co/weftberry-fabric
46,Purple Moose Sock Company,1,kevin@purplemoosesocks.ca,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2014,1-4,https://www.commonobjective.co/purple-moose-sock-company
46,Casa Textil,1,benmeasures@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2014,10-49,https://www.commonobjective.co/casa-textil
46,Asix,1,reach.asix@gmail.com,+8801730007788,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2013,50-249,https://www.commonobjective.co/asix
46,The NoName Company,1,pankaj@nonameglobal.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2018,10-49,https://www.commonobjective.co/the-noname-company
46,Creative Handicrafts,1,johnyjoseph@creativehandicrafts.org,09821255008,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1994,250-999,https://www.commonobjective.co/creative-handicrafts
46,Konceito.r,1,cristina.ipg@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2011,1-4,https://www.commonobjective.co/konceito-r
46,Bosida Knit Ltd,1,mac.chen00@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1992,50-249,https://www.commonobjective.co/bosida-knit-ltd
46,"Fujian Baichuan Resources Recycling Science & Technology Co., Ltd.",1,chloewangsbl@fjbaichuan.com,+86 15106081967,https://www.google-analytics.com; https://www.google.com; http://www.bcrtex.com,1994,50-249,https://www.commonobjective.co/fujian-baichuan-resources-recycling-science-technology-co-ltd-1
46,Atelier termaji,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,1-4,https://www.commonobjective.co/atelier-termaji
46,B.HADARI,1,yoav@yhadari.com,+447547340900,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/b-hadari
46,Versatile Creation Ltd,1,mdmonirulislammonir@gmail.com,+8801743762978,https://www.google-analytics.com; http://www.vclbd.net; https://www.google.com,2014,50-249,https://www.commonobjective.co/versatile-creation-ltd
46,Studio Kühü,1,mariana@studiokuhu.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2019,1-4,https://www.commonobjective.co/studio-kuhu
46,Sunman Export,1,seda@sunmanexport.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2016,,https://www.commonobjective.co/sunman-export
46,Mancmade Ltd,1,nattysewandsew@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/mancmade-ltd
46,PLNTmatter,1,amanda@ettitude.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2014,1-4,https://www.commonobjective.co/into-senses
46,PSG Textile,1,geethachandrasekar97@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2015,50-249,https://www.commonobjective.co/psg-textile
46,Autremode,1,diana.porta@live.com,+524773942073,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,5-9,https://www.commonobjective.co/autremode
46,"BeWave Sustainable Trading Co., Ltd.",1,cyrine@bewavetrading.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/bewave-sustainable-trading-co-ltd
46,Tuscarora Mills Natural Fiber Fabric,1,tuscamills@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://www.tuscaroramills.com,2020,,https://www.commonobjective.co/tuscarora-mills-natural-fiber-fabric
46,Fara Leia,1,hello@faraleia.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,1-4,https://www.commonobjective.co/fara-leia
47,Fernweh UK,1,fernwehuk@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2014,1-4,https://www.commonobjective.co/fernweh-uk
47,Maru Jewlery,1,marszbali@gmail.com,+628113853229,https://www.google-analytics.com; https://www.google.com; http://Marubali.com,2004,5-9,https://www.commonobjective.co/maru-jewlery
47,KOUA STUDIO,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,5-9,https://www.commonobjective.co/koua-studio
47,Thai Design Distributors,1,info@thaidesignuk.com,,www.thaidesignuk.com; https://www.google-analytics.com; http://www.thaidesignuk.com,1975,,https://www.commonobjective.co/thai-design-distributors-2
47,MIA DASTKAAR ZARIWALE PVT LTD,1,mnlari2011@gmail.com,,www.indiamart.com; www.google.com; https://www.googletagmanager.com,2007,10-49,https://www.commonobjective.co/mia-dastkaar-zariwale-pvt-ltd
47,RITHAM EXPORTS,1,azureind@gmail.com,+919945067872,www.youtube.com; https://www.google-analytics.com; https://www.google.com,2005,250-999,https://www.commonobjective.co/ritham-exports
47,re-UP,1,jessica.r.wedding@gmail.com,,www.reupbags.com; https://www.google-analytics.com; https://www.google.com,,,https://www.commonobjective.co/re-up
47,R2F Limited,1,gauravhkg@gmail.com,,http://www.r2flimited.com; https://www.google-analytics.com; https://www.google.com,,,https://www.commonobjective.co/r2f-limited
47,Poppy Hawk,1,cperry2772@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,1-4,https://www.commonobjective.co/poppy-hawk
47,Wild Purple,1,thewildpurple@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2015,1-4,https://www.commonobjective.co/wild-purple
47,Redress Laboratory,1,Infoaudadesignsite@gmail.com,07415282148,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,1-4,https://www.commonobjective.co/redress-laboratory
47,Marsh&Moor,1,mariaiulia.b@gmail.com,+447450752874,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,1-4,https://www.commonobjective.co/marsh-moor
47,Megan-Ilene,1,hello@megan-ilene.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2016,,https://www.commonobjective.co/megan-ilene
47,Ma Te Sai,1,emi@matesai.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2010,1-4,https://www.commonobjective.co/ma-te-sai
47,Punto Creativo,1,alitamachi97@gmail.com,+17868481872,https://www.google-analytics.com; https://www.google.com; www.flipsnack.com,2018,1-4,https://www.commonobjective.co/punto-creativo
47,Camban Studio,1,hello@cambanstudio.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2018,1-4,https://www.commonobjective.co/camban-studio
47,OG,1,sazzadsaon@gmail.com,+8801746915158,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1994,10-49,https://www.commonobjective.co/og
47,PagaBags,1,mailloud@pagabags.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2013,1-4,https://www.commonobjective.co/pagabags
47,Kon2re Studio,1,info@kon2re.com,+385915120056,https://www.google-analytics.com; http://www.kon2re.com; https://www.google.com,2011,1-4,https://www.commonobjective.co/kon2re-studio
47,MangoMusi,1,pirjo.eelmaa@gmail.com,+37253962646,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2017,1-4,https://www.commonobjective.co/mangomusi
48,How About? Lab,1,urte@janus.studio,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/how-about-lab
48,BearMade,1,oscar@bearmade.co.uk,+4407305251506,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2018,1-4,https://www.commonobjective.co/bearmade
48,Iris Green,1,irisgreen983@gmail.com,,https://www.google-analytics.com; https://www.rananjayexports.com; www.rananjayexports.com,2013,250-999,https://www.commonobjective.co/iris-green-2
48,Revival Jewelry Studio,1,revivaljewelrystudio@gmail.com,,https://www.google-analytics.com; http://www.w3.org; https://www.google.com,,1-4,https://www.commonobjective.co/revival-jewelry-studio
48,Falcieri Designs,1,falcieridesigns@yahoo.co.uk,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2012,1-4,https://www.commonobjective.co/falcieri-designs
48,TRASHCLOTHES LLC,1,welovetrashclothes@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,1-4,https://www.commonobjective.co/trashclothes-llc
48,RESTYLE by Mia,1,hello@restyle.fi,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2011,1-4,https://www.commonobjective.co/restyle-by-mia
48,Nuvaa Fashions,1,logu@nuvaafashions.com,,https://www.google-analytics.com; http://www.nuvaafashions.com; https://www.google.com,,10-49,https://www.commonobjective.co/nuvaa-fashions
48,MULTILOCAL,1,laleince@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,1-4,https://www.commonobjective.co/multilocal
48,House of Noorie,1,prerana.ch3@gmail.com,+91 8910901943,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,1-4,https://www.commonobjective.co/house-of-noorie
48,Atelier MADE HERE,1,info@ateliermadehere.nl,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2018,5-9,https://www.commonobjective.co/atelier-made-here
48,PIO RIO BRANCO,1,pio@pioriobranco.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,,https://www.commonobjective.co/pio-rio-branco-business
48,Vonart,1,nita@vonart.in,+919886670177,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2015,1-4,https://www.commonobjective.co/vonart
48,Nihilism,1,paultimchristian@hotmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2004,1-4,https://www.commonobjective.co/nihilism
48,amk panama,1,artedmoda@gmail.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2011,,https://www.commonobjective.co/amk-panama
48,Zoe Burt,1,zoeburtuk@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/zoe-burt-business
48,GUDU fashion,1,ykostetska@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://gudu.ua,2015,10-49,https://www.commonobjective.co/gudu-fashion
48,DEEPWEAR,1,info@deepwear.info,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2007,10-49,https://www.commonobjective.co/deepwear-2
48,Poeticgem International,1,Anneh@poeticgem.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2017,10-49,https://www.commonobjective.co/poeticgem-international
48,LLêN studio,1,info@llenhembrow.co.uk,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/llen-studio
49,Goddard & Brown - The Fashion Buying & Sourcing Consultancy,2,samantha@goddardandbrown.com; kate@goddardandbrown.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,1-4,https://www.commonobjective.co/goddard-brown-the-fashion-buying-sourcing-consultancy
49,SheWorks Pvt. Ltd,1,samina.sheworks@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,10-49,https://www.commonobjective.co/sheworks-pvt-ltd
49,RCS Trading Company,1,rcstradingco@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,,https://www.commonobjective.co/rcs-trading-company
49,Cottonpaka,1,vivonettog@gmail.com,,https://www.google-analytics.com; www.Cottonpaka.com; https://www.google.com,2019,5-9,https://www.commonobjective.co/cottonpaka
49,She's Eve,1,tanyapuncuh@gmail.com,,https://www.google-analytics.com; www.sheseve.com; https://www.google.com,2020,1-4,https://www.commonobjective.co/she-s-eve
49,Bowles Farming Company,1,cannon@elite.net,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1858,50-249,https://www.commonobjective.co/bowles-farming-company
49,THE LONDON LEATHER WORHSHOP,1,melissa@thelondonleatherworkshop.com,+4407462935473,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/the-london-leather-worhshop
49,Terracottarow,1,info@terracottarow.co.uk,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2018,,https://www.commonobjective.co/terracottarow
49,April March Jewellery,1,hello@aprilmarchjewellery.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2016,1-4,https://www.commonobjective.co/april-march-jewellery
49,Sophie Darling Limited,1,studio@sophiedarling.com,07866423226,https://www.google-analytics.com; http://www.sophiedarling.com; https://www.google.com,2013,5-9,https://www.commonobjective.co/sophie-darling-limited
49,Vouloir Apparel,1,harris.tahir2001@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://vouloirapparel.com,2020,,https://www.commonobjective.co/vouloir-apparel
49,Lectra,1,v.fothergill@lectra.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1973,1000+,https://www.commonobjective.co/lectra
49,Garment Sources - NPN,1,info@garmentsources.com,+905323544819,www.google.com; http://www.garmentsources.com; https://www.googletagmanager.com,2017,10-49,https://www.commonobjective.co/garment-sources-npn
49,Fairkonnect,1,rema@fairkonnect.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2016,,https://www.commonobjective.co/fairkonnect
49,Friends Textile,1,ozgun@friendstextile.com,,https://www.google-analytics.com; http://www.friendstextile.com; https://www.google.com,2015,10-49,https://www.commonobjective.co/friends-textile
49,Refab Portugal,1,ritarodrix@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,1-4,https://www.commonobjective.co/refab-portugal
49,SBS International development ltd.,1,peter@sbszipper.com.hk,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1984,1000+,https://www.commonobjective.co/sbs-international-development-ltd
49,LLABB Co.,1,lane.tabb@llabb.co,,https://www.google-analytics.com; https://www.google.com; http://www.llabb.co,2019,10-49,https://www.commonobjective.co/llabb-co
49,Janne Claes,1,info@janneclaes.com,,https://www.google-analytics.com; https://www.google.com; http://www.janneclaes.com,,1-4,https://www.commonobjective.co/janne-claes-business
49,ADIDEV ORGANIC,1,adidevorganic@gmail.com,+91 7777987945,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2011,5-9,https://www.commonobjective.co/adidev-organic-business
50,Biophilica Ltd,1,jordan@biophilica.co.uk,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2019,,https://www.commonobjective.co/biophilica-ltd
50,irm-Solution Eco Sourcing Company,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/irm-solution-eco-sourcing-company
50,Vienna Textile Lab,2,elizabeth.rdzbringas@viennatextilelab.at; iva.pessoa@viennatextilelab.at,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2017,,https://www.commonobjective.co/vienna-textile-lab
50,Meyburg Taschen,1,rut@meyburg.biz,+493085993776,https://www.google-analytics.com; http://meyburg.biz; https://www.google.com,2010,,https://www.commonobjective.co/meyburg-taschen
50,Bayt Lynen,1,lynn0206@hotmail.co.uk,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2017,1-4,https://www.commonobjective.co/bayt-lynen
50,Ethical AfroAsia Apparel Sourcing LLC,1,prakash@ethicalaaasourcing.com,+919840410090,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/ethical-afroasia-apparel-sourcing-llc
50,Dhipshi's global biobags,1,babu@globalbiobags.com,+918940121888,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2015,10-49,https://www.commonobjective.co/dhipshi-s-global-biobags
50,Green Worms,1,akshay@greenworms.org,+919705470575,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2014,50-249,https://www.commonobjective.co/green-worms
50,Manui,1,manuibrasil@gmail.com,+5511972911453,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2016,1-4,https://www.commonobjective.co/manui
50,SeamsFriendly LLP,1,sachin.kumar@seamsfriendly.com,09910925683,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2018,10-49,https://www.commonobjective.co/seamsfriendly-llp
50,Raquel Ale Jewellery Design,1,raquel@raquelale.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,1-4,https://www.commonobjective.co/raquel-ale-jewellery-design
50,TIE Global Artisans,1,eingraham@tieinitiative.com,,http://www.tieinitiative.com; https://www.google-analytics.com; https://www.google.com,2019,1-4,https://www.commonobjective.co/tie-global-artisans
50,CECILIA ORTIZ FASHION CONSULTANT,1,ceciliaortiz84@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,1-4,https://www.commonobjective.co/cecilia-ortiz-fashion-consultant
50,Moksha Lifestyle Products,1,abhi.mokshalifestyle@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://mokshalifestyle.com,2005,10-49,https://www.commonobjective.co/moksha-lifestyle-products
50,Fundación Mitz,1,gerencia.digital@mitz.org.mx,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/fundacion-mitz
50,Twill Ecotex,1,twill.india@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,5-9,https://www.commonobjective.co/twill-ecotex-business
50,Bowie’s Haus,1,info@bowieshaus.com,+447850047379,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,1-4,https://www.commonobjective.co/bowie-s-haus
50,Indi Maya Swimwear,1,corinnehicks@gmail.com,+14348780720,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2019,1-4,https://www.commonobjective.co/indi-maya-swimwear
50,O Loves M Eco Bags,1,olovesm@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2009,,https://www.commonobjective.co/o-loves-m-eco-bags
50,Nilorn,1,christina.heines@de.nilorn.com,,http://www.nilorn.com; https://www.google-analytics.com; https://www.google.com,1977,,https://www.commonobjective.co/nilorn
51,everydayiame,1,unstablecountry@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1990,1-4,https://www.commonobjective.co/everydayiame
51,Green Smart Shirts Ltd.,1,zahirul.islam@pds-mfg.com,+8801704166650,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2017,1000+,https://www.commonobjective.co/green-smart-shirts-ltd
51,Mr N Clothing Ltd,1,rizwan.haji@mrnclothing.com,+447377895894,https://www.google-analytics.com; http://www.mrnclothing.co.uk; https://www.google.com,2020,1-4,https://www.commonobjective.co/mr-n-clothing-ltd
51,Veshin Factory,1,joey@veshinfactory.com,07871399268,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2020,50-249,https://www.commonobjective.co/veshin-factory
51,Maxcuber india,1,maxcuberindia@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1995,50-249,https://www.commonobjective.co/maxcuber-india
51,Chemachetu leather k,1,ewanjiku2005@yahoo.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,1-4,https://www.commonobjective.co/chemachetu-leather-k
51,COZ. estudio textil,1,antonia@cozestudiotextil.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,1-4,https://www.commonobjective.co/coz-estudio-textil
51,Adventures In Furniture,1,mikehussey583@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/adventures-in-furniture
51,PAGES VALENTI,1,josep@pagesvalenti.com,+34649395692,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1953,50-249,https://www.commonobjective.co/pages-valenti
